CODUSU,COMPONENTE,Edad,Genero,adulto_equiv,ad_equiv_hogar
TQRMNOQSWHKMROCDEIJAH00780464,1,29,2,0.76,1.22
TQRMNOQSWHKMROCDEIJAH00780464,3,2,1,0.46,1.22
TQRMNORUYHKMROCDEIJAH00802011,2,24,1,1.02,1.02
TQRMNOPYPHLLSSCDEIJAH00718861,1,45,1,1.0,1.77
TQRMNOPYPHLLSSCDEIJAH00718861,2,43,2,0.77,1.77
TQRMNOPSTHLOSTCDEIJAH00802012,1,27,2,0.76,1.9
TQRMNOPSTHLOSTCDEIJAH00802012,3,8,1,0.68,1.9
TQRMNOPSTHLOSTCDEIJAH00802012,4,2,1,0.46,1.9
TQRMNOPSVHLOSTCDEIJAH00797913,1,80,2,0.63,1.63
TQRMNOSTYHJLSMCDEIJAH00797754,2,74,2,0.67,0.67
TQRMNORTRHKLKUCDEIIAD00779774,1,38,2,0.77,1.32
TQRMNORTRHKLKUCDEIIAD00779774,3,4,1,0.55,1.32
TQRMNOPYXHJNKUCDEIIAD00801679,1,20,1,1.02,3.06
TQRMNOPYXHJNKUCDEIIAD00801679,2,18,1,1.02,3.06
TQRMNOPYXHJNKUCDEIIAD00801679,3,20,1,1.02,3.06
TQRMNOQSYHMOLNCDEIIAD00801681,1,46,1,1.0,1.0
TQRMNOQRSHJMLMCDEIIAD00797926,1,49,1,1.0,2.02
TQRMNOQRSHJMLMCDEIIAD00797926,3,26,1,1.02,2.02
TQRMNOPSVHLOSTCDEIJAH00797913,2,51,1,1.0,1.63
TQRMNORQXHLOSTCDEIJAH00802013,1,44,1,1.0,4.77
TQRMNORQXHLOSTCDEIJAH00802013,2,37,2,0.77,4.77
TQRMNORQXHLOSTCDEIJAH00802013,3,15,1,1.0,4.77
TQRMNORQXHLOSTCDEIJAH00802013,4,12,1,0.85,4.77
TQRMNORQXHLOSTCDEIJAH00802013,5,6,1,0.64,4.77
TQRMNORQXHLOSTCDEIJAH00802013,6,3,2,0.51,4.77
TQRMNORRPHLOSTCDEIJAH00793866,2,7,2,0.66,0.66
TQRMNOPPQHKMQRCDEIJAH00780809,1,40,2,0.77,3.48
TQRMNOPPQHKMQRCDEIJAH00780809,2,19,2,0.76,3.48
TQRMNOPPQHKMQRCDEIJAH00780809,3,11,2,0.72,3.48
TQRMNOPPQHKMQRCDEIJAH00780809,4,8,2,0.68,3.48
TQRMNOPPQHKMQRCDEIJAH00780809,5,4,1,0.55,3.48
TQRMNOSQTHLMROCDEIJAH00718887,1,43,1,1.0,3.99
TQRMNOSQTHLMROCDEIJAH00718887,2,41,2,0.77,3.99
TQRMNOSQTHLMROCDEIJAH00718887,4,13,1,0.9,3.99
TQRMNOSQTHLMROCDEIJAH00718887,5,7,1,0.66,3.99
TQRMNOSQTHLMROCDEIJAH00718887,6,7,1,0.66,3.99
TQRMNORRUHJMSLCDEIJAH00797669,1,33,1,1.0,1.77
TQRMNORRUHJMSLCDEIJAH00797669,2,34,2,0.77,1.77
TQRMNOTPYHJKSNCDEIJAH00797911,1,45,2,0.77,1.79
TQRMNOTPYHJKSNCDEIJAH00797911,2,21,1,1.02,1.79
TQRMNORUYHLMRUCDEIJAH00718782,1,67,1,0.83,1.66
TQRMNORUYHLMRUCDEIJAH00718782,2,72,1,0.83,1.66
TQRMNORSVHLKMSCDEIIAD00801684,1,44,1,1.0,2.54
TQRMNORSVHLKMSCDEIIAD00801684,2,38,2,0.77,2.54
TQRMNORSVHLKMSCDEIIAD00801684,3,16,2,0.77,2.54
TQRMNOQVRHLKMQCDEIIAD00718400,1,77,1,0.74,1.41
TQRMNOQVRHLKMQCDEIIAD00718400,2,73,2,0.67,1.41
TQRMNORPVHLKORCDEIJAH00802015,1,37,2,0.77,0.77
TQRMNOQPWHLLRLCDEIJAH00802017,1,73,2,0.67,0.67
TQRMNOQUPHLMSLCDEIJAH00780207,2,69,2,0.67,0.67
TQRMNOQUXHLMSLCDEIJAH00793420,2,47,2,0.76,2.8
TQRMNOQUXHLMSLCDEIJAH00793420,3,22,1,1.02,2.8
TQRMNOQUXHLMSLCDEIJAH00793420,4,19,1,1.02,2.8
TQRMNOQUQHLOONCDEIJAH00718971,1,69,1,0.83,0.83
TQRMNORQUHMMKTCDEIJAH00802040,1,60,1,1.0,2.52
TQRMNORQUHMMKTCDEIJAH00802040,4,24,2,0.76,2.52
TQRMNORQUHMMKTCDEIJAH00802040,5,20,2,0.76,2.52
TQRMNOPSQHMMLLCDEIJAH00802042,1,34,2,0.77,1.77
TQRMNOPSQHMMLLCDEIJAH00802042,3,34,1,1.0,1.77
TQRMNOPQQHJNSPCDEIJAH00794556,1,74,1,0.83,1.46
TQRMNOPQQHJNSPCDEIJAH00794556,2,77,2,0.63,1.46
TQRMNOQQQHJOPQCDEIJAH00794557,1,33,1,1.0,2.67
TQRMNOQQQHJOPQCDEIJAH00794557,2,31,2,0.77,2.67
TQRMNOQQQHJOPQCDEIJAH00794557,3,13,1,0.9,2.67
TQRMNOXTTHMMLMCDEIJAH00802043,1,24,2,0.76,1.78
TQRMNOXTTHMMLMCDEIJAH00802043,2,24,1,1.02,1.78
TQRMNOPQQHLMLLCDEIJAH00718743,1,35,1,1.0,1.63
TQRMNOPQQHLMLLCDEIJAH00718743,2,76,2,0.63,1.63
TQRMNOQUUHLMLLCDEIJAH00802044,1,56,1,1.0,1.76
TQRMNOQUUHLMLLCDEIJAH00802044,2,54,2,0.76,1.76
TQRMNORWWHJNRRCDEIJAH00796979,1,73,1,0.83,0.83
TQRMNOSRWHJORSCDEIJAH00802003,1,69,2,0.67,0.67
TQRMNOSRTHJMSLCDEIJAH00797047,1,74,1,0.83,0.83
TQRMNORXUHMMLUCDEIIAD00801676,1,70,2,0.67,0.67
TQRMNORPWHKLMNCDEIIAD00779869,1,45,1,1.0,3.17
TQRMNORPWHKLMNCDEIIAD00779869,2,37,2,0.77,3.17
TQRMNORPWHKLMNCDEIIAD00779869,3,4,2,0.55,3.17
TQRMNORPWHKLMNCDEIIAD00779869,4,12,1,0.85,3.17
TQRMNOQTTHMMMUCDEIJAH00802055,1,35,2,0.77,3.76
TQRMNOQTTHMMMUCDEIJAH00802055,3,16,2,0.77,3.76
TQRMNOQTTHMMMUCDEIJAH00802055,4,12,2,0.74,3.76
TQRMNOQTTHMMMUCDEIJAH00802055,5,5,1,0.6,3.76
TQRMNOQTTHMMMUCDEIJAH00802055,6,1,2,0.37,3.76
TQRMNOQTTHMMMUCDEIJAH00802055,7,3,2,0.51,3.76
TQRMNOQYWHJONTCDEIJAH00794114,1,41,2,0.77,2.81
TQRMNOQYWHJONTCDEIJAH00794114,3,15,1,1.0,2.81
TQRMNOQYWHJONTCDEIJAH00794114,4,17,1,1.04,2.81
TQRMNORWXHLMNQCDEIJAH00719656,1,77,1,0.74,0.74
TQRMNORSTHJOLTCDEIJAH00794561,1,42,2,0.77,4.9
TQRMNORSTHJOLTCDEIJAH00794561,2,50,1,1.0,4.9
TQRMNORSTHJOLTCDEIJAH00794561,3,15,2,0.77,4.9
TQRMNOQSQHMNQUCDEIJAH00802019,1,70,2,0.67,0.67
TQRMNORQXHMKRLCDEIJAH00802020,1,76,2,0.63,1.37
TQRMNORQXHMKRLCDEIJAH00802020,2,81,1,0.74,1.37
TQRMNOPPVHKMKNCDEIJAH00780112,3,13,1,0.9,0.9
TQRMNOPQYHJMKRCDEIJAH00796201,1,63,2,0.67,0.67
TQRMNOSRWHKMKRCDEIJAH00785796,1,35,2,0.77,3.63
TQRMNOSRWHKMKRCDEIJAH00785796,2,16,2,0.77,3.63
TQRMNOSRWHKMKRCDEIJAH00785796,3,12,2,0.74,3.63
TQRMNOSRWHKMKRCDEIJAH00785796,4,9,2,0.69,3.63
TQRMNOSRWHKMKRCDEIJAH00785796,5,7,2,0.66,3.63
TQRMNOTSQHKLMNCDEIIAD00785657,1,76,2,0.63,0.63
TQRMNOQSRHKKMPCDEIIAD00801664,1,69,2,0.67,1.3
TQRMNOQSRHKKMPCDEIIAD00801664,2,97,2,0.63,1.3
TQRMNORQXHKLMUCDEIJAH00786291,1,78,2,0.63,0.63
TQRMNOPYPHKMLNCDEIIAD00785729,1,39,1,1.0,1.0
TQSMNORRQHLOLSCDEIIAD00801665,1,35,2,0.77,2.93
TQSMNORRQHLOLSCDEIIAD00801665,2,14,1,0.96,2.93
TQSMNORRQHLOLSCDEIIAD00801665,3,12,2,0.74,2.93
TQSMNORRQHLOLSCDEIIAD00801665,4,2,2,0.46,2.93
TQRMNOQQWHMMOSCDEIJAH00802056,1,44,1,1.0,4.04
TQRMNOQQWHMMOSCDEIJAH00802056,2,53,2,0.76,4.04
TQRMNOQQWHMMOSCDEIJAH00802056,3,22,2,0.76,4.04
TQRMNOQQWHMMOSCDEIJAH00802056,4,20,2,0.76,4.04
TQRMNOQQWHMMOSCDEIJAH00802056,5,18,2,0.76,4.04
TQRMNOQXWHMNOTCDEIJAH00802058,1,21,2,0.76,1.78
TQRMNOQXWHMNOTCDEIJAH00802058,2,27,1,1.02,1.78
TQRMNORSTHJOLTCDEIJAH00794561,4,9,2,0.69,4.9
TQRMNORSTHJOLTCDEIJAH00794561,5,7,1,0.66,4.9
TQRMNORSTHJOLTCDEIJAH00794561,6,4,1,0.55,4.9
TQRMNORSTHJOLTCDEIJAH00794561,7,2,1,0.46,4.9
TQRMNOQURHLLLQCDEIJAH00719665,1,54,1,1.0,2.96
TQRMNOQURHLLLQCDEIJAH00719665,2,36,2,0.77,2.96
TQRMNOQURHLLLQCDEIJAH00719665,3,4,1,0.55,2.96
TQRMNOQURHLLLQCDEIJAH00719665,4,6,1,0.64,2.96
TQRMNORURHKMKNCDEIJAH00780300,1,88,2,0.63,1.46
TQRMNORURHKMKNCDEIJAH00780300,2,67,1,0.83,1.46
TQRMNOSVSHMOKQCDEIJAH00802071,1,27,2,0.76,2.42
TQRMNORPQHJMKOCDEIJAH00796245,3,7,1,0.66,1.66
TQRMNORSWHJMKOCDEIJAH00796246,1,62,1,0.83,3.16
TQRMNORSWHJMKOCDEIJAH00796246,2,69,1,0.83,3.16
TQRMNORSWHJMKOCDEIJAH00796246,3,69,2,0.67,3.16
TQRMNORSWHJMKOCDEIJAH00796246,4,65,1,0.83,3.16
TQRMNOPQWHKMKPCDEIJAH00780338,1,64,1,0.83,1.83
TQRMNOPQWHKMKPCDEIJAH00780338,2,30,1,1.0,1.83
TQRMNOQRRHLLKOCDEIJAH00780549,1,59,2,0.76,2.55
TQRMNOQRRHLLKOCDEIJAH00780549,2,34,2,0.77,2.55
TQRMNOQRRHLLKOCDEIJAH00780549,3,28,1,1.02,2.55
TQRMNOSTPHMMKPCDEIJAH00802540,1,44,1,1.0,3.23
TQRMNOSTPHMMKPCDEIJAH00802540,2,42,2,0.77,3.23
TQRMNOSTPHMMKPCDEIJAH00802540,3,16,2,0.77,3.23
TQRMNOSTPHMMKPCDEIJAH00802540,4,9,2,0.69,3.23
TQRMNOQUXHJKNLCDEIIAD00794791,2,50,2,0.76,2.55
TQRMNOQUXHJKNLCDEIIAD00794791,3,18,1,1.02,2.55
TQRMNOQUXHJKNLCDEIIAD00794791,4,15,2,0.77,2.55
TQRMNORUPHJKKQCDEIJAH00796247,1,52,1,1.0,3.22
TQRMNORUPHJKKQCDEIJAH00796247,2,44,2,0.77,3.22
TQRMNORUPHJKKQCDEIJAH00796247,3,13,2,0.76,3.22
TQRMNORUPHJKKQCDEIJAH00796247,4,9,1,0.69,3.22
TQRMNORWXHKOKTCDEIJAH00785766,1,57,2,0.76,0.76
TQRMNOTRUHLLNRCDEIJAH00796310,2,15,2,0.77,1.45
TQRMNOQVPHLNKSCDEIJAH00719529,1,62,2,0.67,2.19
TQRMNOQVPHLNKSCDEIJAH00719529,2,27,2,0.76,2.19
TQRMNOQVPHLNKSCDEIJAH00719529,3,24,2,0.76,2.19
TQRMNORXQHKMTOCDEIJAH00802545,1,51,1,1.0,4.14
TQRMNORXQHKMTOCDEIJAH00802545,2,50,2,0.76,4.14
TQRMNORXQHKMTOCDEIJAH00802545,3,19,1,1.02,4.14
TQRMNORXQHKMTOCDEIJAH00802545,4,29,2,0.76,4.14
TQRMNORXQHKMTOCDEIJAH00802545,5,5,2,0.6,4.14
TQRMNOQTSHKMTRCDEIJAH00785968,1,73,1,0.83,1.5
TQRMNOQTSHKMTRCDEIJAH00785968,2,72,2,0.67,1.5
TQRMNOQPYHKLTSCDEIJAH00802546,1,44,1,1.0,2.32
TQRMNOQPYHKLTSCDEIJAH00802546,2,33,2,0.77,2.32
TQRMNOTRVHLKLOCDEIIAD00718654,1,50,1,1.0,3.38
TQRMNOTRVHLKLOCDEIIAD00718654,2,39,2,0.77,3.38
TQRMNOTRVHLKLOCDEIIAD00718654,3,11,1,0.82,3.38
TQRMNOTRVHLKLOCDEIIAD00718654,4,10,1,0.79,3.38
TQRMNOQSPHMMLOCDEIIAD00801832,1,43,1,1.0,2.92
TQRMNOQSPHMMLOCDEIIAD00801832,2,39,2,0.77,2.92
TQRMNOQSPHMMLOCDEIIAD00801832,3,6,1,0.64,2.92
TQRMNOQSPHMMLOCDEIIAD00801832,4,3,1,0.51,2.92
TQRMNOPPSHMKLSCDEIIAD00801833,2,22,2,0.76,0.76
TQRMNOTRUHLLNRCDEIJAH00796310,3,8,1,0.68,1.45
TQUMNORTQHLMNUCDEIJAH00780261,1,34,2,0.77,5.73
TQUMNORTQHLMNUCDEIJAH00780261,2,27,1,1.02,5.73
TQUMNORTQHLMNUCDEIJAH00780261,3,28,1,1.02,5.73
TQUMNORTQHLMNUCDEIJAH00780261,4,13,2,0.76,5.73
TQUMNORTQHLMNUCDEIJAH00780261,5,12,1,0.85,5.73
TQUMNORTQHLMNUCDEIJAH00780261,6,6,1,0.64,5.73
TQUMNORTQHLMNUCDEIJAH00780261,7,62,2,0.67,5.73
TQRMNOQYYHKNNUCDEIJAH00802542,1,58,2,0.76,1.76
TQRMNOQYYHKNNUCDEIJAH00802542,2,39,1,1.0,1.76
TQRMNOSSVHLMOLCDEIJAH00780814,1,73,1,0.83,3.83
TQRMNOSSVHLMOLCDEIJAH00780814,3,44,1,1.0,3.83
TQRMNOSSVHLMOLCDEIJAH00780814,4,40,1,1.0,3.83
TQRMNOSSVHLMOLCDEIJAH00780814,5,34,1,1.0,3.83
TQRMNOQUPHKOOMCDEIJAH00802543,1,80,1,0.74,0.74
TQRMNOQPYHKLTSCDEIJAH00802546,3,4,2,0.55,2.32
TQTMNOPVRHLLROCDEIJAH00780828,1,35,2,0.77,0.77
TQRMNOQWTHLKMUCDEIIAD00718585,2,42,2,0.77,0.77
TQRMNOPXXHKMNLCDEIIAD00779767,1,37,1,1.0,1.0
TQRMNORUWHLMSMCDEIJAH00718669,1,24,1,1.02,2.54
TQRMNORUWHLMSMCDEIJAH00718669,2,21,2,0.76,2.54
TQRMNORUWHLMSMCDEIJAH00718669,3,23,2,0.76,2.54
TQRMNOQVTHMNSMCDEIJAH00802579,1,35,1,1.0,3.1
TQRMNOQVTHMNSMCDEIJAH00802579,2,35,2,0.77,3.1
TQRMNOQVTHMNSMCDEIJAH00802579,3,9,2,0.69,3.1
TQRMNOQVTHMNSMCDEIJAH00802579,4,6,2,0.64,3.1
TQRMNORVVHJKOUCDEIJAH00796658,1,54,1,1.0,2.39
TQRMNORVVHJKOUCDEIJAH00796658,2,53,2,0.76,2.39
TQRMNORVVHJKOUCDEIJAH00796658,3,77,2,0.63,2.39
TQSMNOSPPHJLPLCDEIJAH00802544,1,76,2,0.63,0.63
TQRMNOPSYHLMMRCDEIJAH00719553,1,87,1,0.74,0.74
TQRMNOVVPHKOMPCDEIJAH00802558,1,51,1,1.0,1.0
TQRMNOSYTHMOMNCDEIJAH00802559,2,63,2,0.67,0.67
TQRMNOXSYHKONPCDEIJAH00780242,1,72,1,0.83,1.46
TQRMNOXSYHKONPCDEIJAH00780242,2,76,2,0.63,1.46
TQRMNOQYVHLLLMCDEIIAD00801844,1,65,1,0.83,1.83
TQRMNOQYVHLLLMCDEIIAD00801844,2,31,1,1.0,1.83
TQRMNOQUYHMKLMCDEIIAD00801846,1,55,2,0.76,0.76
TQRMNORSQHKLNOCDEIIAD00779966,1,25,2,0.76,0.76
TQRMNOSPYHJOSQCDEIJAH00796904,2,46,2,0.76,1.78
TQRMNOSPYHJOSQCDEIJAH00796904,3,20,1,1.02,1.78
TQRMNOQRRHLMSRCDEIJAH00796573,1,69,1,0.83,1.5
TQRMNOQRRHLMSRCDEIJAH00796573,2,67,2,0.67,1.5
TQSMNORQYHLOSTCDEIJAH00802581,1,46,1,1.0,1.76
TQSMNORQYHLOSTCDEIJAH00802581,2,48,2,0.76,1.76
TQRMNORQPHJLLTCDEIIAD00794412,1,72,1,0.83,0.83
TQRMNORSRHLMMNCDEIIAD00780106,1,31,1,1.0,1.0
TQRMNORSSHLMMNCDEIIAD00779942,1,64,1,0.83,0.83
TQRMNOTXQHJKMMCDEIIAD00795992,1,63,2,0.67,1.69
TQRMNOTXQHJKMMCDEIIAD00795992,2,24,1,1.02,1.69
TQRMNOSPXHJMKPCDEIIAD00794217,1,30,1,1.0,2.14
TQRMNORQSHMKOMCDEIJAH00802573,1,54,2,0.76,1.52
TQRMNORQSHMKOMCDEIJAH00802573,3,18,2,0.76,1.52
TQRMNORTTHJKMSCDEIIAD00796453,1,66,2,0.67,0.67
TQRMNOQWTHJLMTCDEIIAD00796454,2,47,2,0.76,2.81
TQRMNOQWTHJLMTCDEIIAD00796454,4,22,1,1.02,2.81
TQRMNOQWTHJLMTCDEIIAD00796454,5,16,1,1.03,2.81
TQRMNOQWWHJLMTCDEIIAD00796455,1,66,1,0.83,2.22
TQRMNOQWWHJLMTCDEIIAD00796455,2,59,2,0.76,2.22
TQRMNOQWWHJLMTCDEIIAD00796455,3,93,2,0.63,2.22
TQRMNOQUWHJKNLCDEIIAD00796457,2,45,2,0.77,2.1
TQRMNOQUWHJKNLCDEIIAD00796457,3,14,1,0.96,2.1
TQRMNOQUWHJKNLCDEIIAD00796457,4,1,1,0.37,2.1
TQRMNORUTHLLKQCDEIJAH00780670,1,59,1,1.0,3.61
TQRMNORUTHLLKQCDEIJAH00780670,2,52,2,0.76,3.61
TQRMNORUTHLLKQCDEIJAH00780670,3,18,1,1.02,3.61
TQRMNORUTHLLKQCDEIJAH00780670,5,65,1,0.83,3.61
TQRMNORTQHKOKUCDEIJAH00785810,1,55,1,1.0,1.67
TQRMNORSYHLMTMCDEIJAH00719330,1,36,2,0.77,1.59
TQRMNORSYHLMTMCDEIJAH00719330,2,11,1,0.82,1.59
TQRMNOQRSHKNQLCDEIJAH00780275,1,75,1,0.83,1.5
TQRMNOQRSHKNQLCDEIJAH00780275,2,75,2,0.67,1.5
TQSMNORRTHLOQPCDEIJAH00796553,1,21,1,1.02,1.78
TQSMNORRTHLOQPCDEIJAH00796553,2,21,2,0.76,1.78
TQRMNOSPXHJMKPCDEIIAD00794217,2,30,2,0.77,2.14
TQRMNOSPXHJMKPCDEIIAD00794217,3,1,1,0.37,2.14
TQRMNOQXPHLMKNCDEIIAD00718632,1,75,2,0.67,0.67
TQRMNOTVRHLKKQCDEIIAD00718310,1,22,2,0.76,0.76
TQRMNOTVTHLKKQCDEIIAD00718277,1,69,1,0.83,0.83
TQRMNORXPHLNKRCDEIIAD00718635,1,89,2,0.63,0.63
TQRMNORTQHKOKUCDEIJAH00785810,2,63,2,0.67,1.67
TQRMNOPYWHKLLLCDEIJAH00802576,1,78,1,0.74,1.37
TQRMNOPYWHKLLLCDEIJAH00802576,2,77,2,0.63,1.37
TQRMNOPXTHJMLOCDEIJAH00796713,1,64,1,0.83,0.83
TQRMNOPWRHLMKRCDEIJAH00719426,1,56,2,0.76,1.78
TQRMNOPWRHLMKRCDEIJAH00719426,2,22,1,1.02,1.78
TQRMNOSTXHLMNTCDEIJAH00802533,1,67,1,0.83,2.13
TQRMNOSTXHLMNTCDEIJAH00802533,2,61,2,0.67,2.13
TQRMNOSTXHLMNTCDEIJAH00802533,3,86,2,0.63,2.13
TQRMNORPPHLLSSCDEIJAH00802570,1,46,1,1.0,1.76
TQRMNORPPHLLSSCDEIJAH00802570,2,18,2,0.76,1.76
TQSMNORTPHLMTMCDEIJAH00802571,1,34,1,1.0,3.9
TQSMNORTPHLMTMCDEIJAH00802571,2,31,2,0.77,3.9
TQSMNORTPHLMTMCDEIJAH00802571,3,15,2,0.77,3.9
TQSMNORTPHLMTMCDEIJAH00802571,4,10,2,0.7,3.9
TQSMNORTPHLMTMCDEIJAH00802571,5,7,1,0.66,3.9
TQRMNOSQVHKKRRCDEIJAH00780332,1,56,1,1.0,1.77
TQRMNOSQVHKKRRCDEIJAH00780332,2,45,2,0.77,1.77
TQRMNOTPTHMMSUCDEIJAH00802572,1,24,1,1.02,1.78
TQRMNOTPTHMMSUCDEIJAH00802572,2,20,2,0.76,1.78
TQRMNOQUQHKOOMCDEIJAH00786023,1,41,2,0.77,1.54
TQRMNOPYWHJKNPCDEIJAH00796253,1,56,2,0.76,1.76
TQRMNOPYWHJKNPCDEIJAH00796253,2,39,1,1.0,1.76
TQSMNOTPVHJKNSCDEIJAH00796307,1,27,1,1.02,2.9
TQSMNOTPVHJKNSCDEIJAH00796307,2,23,2,0.76,2.9
TQRMNOPSSHLNLLCDEIIAD00801841,1,74,1,0.83,1.5
TQRMNOPSSHLNLLCDEIIAD00801841,2,73,2,0.67,1.5
TQRMNOPRVHKMKQCDEIIAD00779907,2,46,2,0.76,2.07
TQRMNOPRVHKMKQCDEIIAD00779907,3,23,2,0.76,2.07
TQRMNOPRVHKMKQCDEIIAD00779907,4,4,1,0.55,2.07
TQRMNOPSQHJMORCDEIJAH00794794,1,28,2,0.76,1.78
TQRMNOPSQHJMORCDEIJAH00794794,2,29,1,1.02,1.78
TQRMNOPTPHJMORCDEIJAH00802514,1,31,1,1.0,1.0
TQRMNOQUQHKOOMCDEIJAH00786023,2,32,2,0.77,1.54
TQRMNOSSSHKOOMCDEIJAH00802519,1,60,1,1.0,1.0
TQRMNOSYWHKOOMCDEIJAH00802520,2,44,2,0.77,2.35
TQRMNOSYWHKOOMCDEIJAH00802520,3,11,1,0.82,2.35
TQRMNOSYWHKOOMCDEIJAH00802520,4,18,2,0.76,2.35
TQRMNORTWHJMPOCDEIJAH00802523,1,42,1,1.0,2.53
TQRMNORTWHJMPOCDEIJAH00802523,2,45,2,0.77,2.53
TQRMNORTWHJMPOCDEIJAH00802523,3,13,2,0.76,2.53
TQRMNOPXRHMKOMCDEIJAH00802524,1,69,1,0.83,2.43
TQRMNOPXRHMKOMCDEIJAH00802524,2,68,1,0.83,2.43
TQRMNOPXRHMKOMCDEIJAH00802524,3,38,2,0.77,2.43
TQSMNOTPVHJKNSCDEIJAH00796307,3,7,2,0.66,2.9
TQSMNOTPVHJKNSCDEIJAH00796307,4,2,1,0.46,2.9
TQRMNOPPTHLNNPCDEIJAH00719280,2,14,2,0.76,1.42
TQRMNOPPTHLNNPCDEIJAH00719280,3,7,1,0.66,1.42
TQRMNORUXHLMRUCDEIJAH00719505,1,34,1,1.0,1.0
TQRMNORQTHMKOMCDEIJAH00802525,1,49,1,1.0,3.8
TQRMNORQTHMKOMCDEIJAH00802525,2,50,2,0.76,3.8
TQRMNORQTHMKOMCDEIJAH00802525,3,23,1,1.02,3.8
TQRMNORQTHMKOMCDEIJAH00802525,4,21,1,1.02,3.8
TQRMNOQWVHLMOQCDEIJAH00802526,2,43,2,0.77,1.49
TQRMNOQWVHLMOQCDEIJAH00802526,3,11,2,0.72,1.49
TQRMNOQXVHLLPQCDEIJAH00718674,1,68,1,0.83,3.46
TQRMNOQXVHLLPQCDEIJAH00718674,2,53,2,0.76,3.46
TQRMNOQXVHLLPQCDEIJAH00718674,3,21,1,1.02,3.46
TQRMNOQXVHLLPQCDEIJAH00718674,4,12,1,0.85,3.46
TQRMNOTTPHJONTCDEIJAH00794541,1,58,2,0.76,2.22
TQRMNOTTPHJONTCDEIJAH00794541,2,31,2,0.77,2.22
TQRMNOTTPHJONTCDEIJAH00794541,3,9,2,0.69,2.22
TQRMNOQUUHKMOTCDEIJAH00802515,1,46,2,0.76,1.72
TQRMNOQUUHKMOTCDEIJAH00802515,3,14,1,0.96,1.72
TQRMNOPUXHMLLQCDEIIAD00801825,1,60,2,0.76,0.76
TQRMNORWRHMMPMCDEIJAH00802528,1,44,1,1.0,1.0
TQRMNOSXUHMMPPCDEIJAH00802530,1,34,1,1.0,3.51
TQRMNOSXUHMMPPCDEIJAH00802530,2,27,2,0.76,3.51
TQRMNOSXUHMMPPCDEIJAH00802530,3,10,2,0.7,3.51
TQRMNOSXUHMMPPCDEIJAH00802530,4,8,2,0.68,3.51
TQRMNOSXUHMMPPCDEIJAH00802530,5,1,2,0.37,3.51
TQRMNOPPTHMKLSCDEIIAD00801827,1,86,2,0.63,1.39
TQRMNOPPTHMKLSCDEIIAD00801827,2,60,2,0.76,1.39
TQRMNORQPHMKLSCDEIIAD00801828,2,43,2,0.77,1.47
TQRMNORQPHMKLSCDEIIAD00801828,3,10,2,0.7,1.47
TQRMNOPWQHKNLSCDEIIAD00780001,1,46,1,1.0,2.45
TQRMNOPWQHKNLSCDEIIAD00780001,2,37,2,0.77,2.45
TQRMNOPWQHKNLSCDEIIAD00780001,3,8,2,0.68,2.45
TQRMNOTTRHKNLSCDEIIAD00785400,1,46,1,1.0,2.83
TQRMNOTTRHKNLSCDEIIAD00785400,2,38,2,0.77,2.83
TQRMNOTTRHKNLSCDEIIAD00785400,3,2,2,0.46,2.83
TQRMNOTTRHKNLSCDEIIAD00785400,4,5,2,0.6,2.83
TQRMNOPQWHKMLUCDEIIAD00780084,1,32,2,0.77,0.77
TQRMNOTUTHJMLPCDEIIAD00801829,1,65,2,0.67,0.67
TQRMNOQUYHMNMMCDEIIAD00801830,1,49,2,0.76,2.55
TQRMNOQUYHMNMMCDEIIAD00801830,2,16,1,1.03,2.55
TQRMNORVYHJNRRCDEIJAH00802535,1,70,1,0.83,1.5
TQRMNORVYHJNRRCDEIJAH00802535,2,61,2,0.67,1.5
TQRMNOQPTHMKNNCDEIJAH00802538,2,57,2,0.76,0.76
TQRMNOPPXHMLNOCDEIJAH00802549,2,46,1,1.0,1.0
TQRMNORXUHLMNQCDEIJAH00719417,2,14,2,0.76,2.26
TQRMNORXUHLMNQCDEIJAH00719417,3,11,1,0.82,2.26
TQRMNORXUHLMNQCDEIJAH00719417,4,8,1,0.68,2.26
TQRMNORVTHKKKRCDEIIAD00779995,1,58,1,1.0,1.63
TQRMNORVTHKKKRCDEIIAD00779995,2,80,2,0.63,1.63
TQRMNOQPWHLKLOCDEIIAD00801847,1,41,1,1.0,2.73
TQRMNOQPWHLKLOCDEIIAD00801847,2,38,2,0.77,2.73
TQRMNOQPWHLKLOCDEIIAD00801847,3,14,1,0.96,2.73
TQRMNOQUYHMNMMCDEIIAD00801830,3,14,2,0.76,2.55
TQRMNOQSUHJOLRCDEIIAD00801831,1,47,1,1.0,1.77
TQRMNOQSUHJOLRCDEIIAD00801831,2,37,2,0.77,1.77
TQRMNOPRQHJMLSCDEIIAD00794411,1,82,1,0.74,2.41
TQRMNOPRQHJMLSCDEIIAD00794411,2,69,2,0.67,2.41
TQRMNOPRQHJMLSCDEIIAD00794411,3,37,1,1.0,2.41
TQRMNOPWPHJLLTCDEIIAD00795946,1,56,2,0.76,1.52
TQRMNOPWPHJLLTCDEIIAD00795946,2,18,2,0.76,1.52
TQRMNORTUHKOQQCDEIJAH00780489,1,85,2,0.63,0.63
TQRMNOPYWHLMPNCDEIJAH00719368,1,71,2,0.67,2.82
TQRMNOPYWHLMPNCDEIJAH00719368,2,42,2,0.77,2.82
